Id,area_primeiro_andar,existe_segundo_andar,area_segundo_andar,quantidade_banheiros,capacidade_carros_garagem,qualidade_da_cozinha_Excelente,preco_de_venda
489,164.0614,1,60.1992,2,520,0,788800.0
490,58.527,0,0.0,1,286,0,423980.0
491,57.2264,1,63.9152,1,336,0,566950.0
492,88.9982,1,57.598,1,240,0,655690.0
493,67.63119999999999,1,67.63119999999999,2,429,0,851830.0499999999
494,117.8901,0,0.0,1,308,0,764150.0
495,82.3094,0,0.0,1,273,0,450109.0
496,66.88799999999999,0,0.0,1,0,0,172057.0
498,105.2557,1,63.8223,2,240,0,907120.0
499,83.5171,0,0.0,1,288,0,640900.0
500,84.7248,0,0.0,1,297,0,591600.0
501,62.4288,1,50.7234,1,264,0,557090.0
502,80.45139999999999,1,83.7958,2,603,0,1117631.0
503,112.7806,0,0.0,1,461,0,690200.0
504,167.31289999999998,0,0.0,2,484,0,1424770.0
505,79.42949999999999,1,43.3843,2,440,0,724710.0
506,89.184,1,92.9,2,400,0,613785.0
507,98.9385,1,78.5934,2,471,0,1059950.0
508,113.1522,0,0.0,2,676,0,1026919.0
509,64.0081,1,64.0081,2,360,0,793730.0
510,96.7089,0,0.0,1,270,0,613785.0
511,126.6227,0,0.0,1,288,0,812957.0
512,127.0872,0,0.0,2,474,0,999138.45
513,80.26559999999999,0,0.0,1,624,0,640407.0
514,100.332,0,0.0,1,484,0,660620.0
515,73.29809999999999,0,0.0,1,200,0,475745.0
516,187.658,0,0.0,2,900,1,1986104.73
517,128.0162,1,68.8389,2,583,0,778940.0
518,118.6333,1,99.1243,2,889,0,1306450.0
519,81.9378,1,84.9106,2,546,0,1040230.0
520,118.5404,1,74.6916,1,282,0,1153620.0
521,64.4726,1,55.74,2,0,0,523812.5
522,115.5676,0,0.0,1,336,0,739500.0
523,93.2716,1,61.314,2,420,0,783870.0
525,128.48069999999998,1,94.2935,2,834,0,1556647.5
526,117.6114,0,0.0,2,453,0,867680.0
527,86.21119999999999,0,0.0,1,252,0,650760.0
528,137.1204,1,114.9173,2,858,1,2200066.73
529,56.2045,0,0.0,1,0,0,423980.0
531,140.18609999999998,0,0.0,2,600,0,862750.0
532,69.7679,1,56.7619,2,502,0,631040.0
533,76.8283,0,0.0,1,392,0,529975.0
534,31.0286,0,0.0,1,0,0,193749.0
535,65.6803,1,65.6803,2,403,0,877540.0
536,76.178,1,48.9583,1,0,0,529975.0
537,81.752,1,78.4076,2,527,0,926840.0
538,80.26559999999999,0,0.0,1,576,0,548462.5
539,107.6711,0,0.0,1,336,0,778940.0
540,148.7329,0,0.0,2,670,0,1340960.0
541,170.7502,0,0.0,2,765,1,1552950.0
542,92.6213,1,119.6552,2,648,0,1222640.0
543,156.072,0,0.0,2,583,0,1051322.5
544,71.2543,0,0.0,1,367,0,655690.0
545,61.6856,1,77.2928,2,426,0,885748.45
546,127.9233,1,74.8774,2,786,0,1128970.0
547,85.0035,1,66.88799999999999,1,440,0,1035300.0
548,71.3472,0,0.0,1,624,0,638435.0
549,76.6425,0,0.0,1,720,0,616250.0
550,84.7248,1,109.8078,2,615,0,1296590.0
551,99.3101,0,0.0,2,440,0,690200.0
552,86.21119999999999,0,0.0,1,288,0,554625.0
553,159.5093,0,0.0,2,908,0,1259615.0
554,104.6054,0,0.0,2,520,0,532440.0
555,93.4574,1,96.616,2,871,0,1400120.0
556,97.3592,0,0.0,1,280,0,557090.0
557,101.4468,0,0.0,1,299,0,695130.0
558,83.3313,1,40.7831,1,570,0,532440.0
559,67.72409999999999,1,66.60929999999999,2,406,0,862750.0
560,144.6453,0,0.0,2,420,0,1153620.0
561,129.3168,0,0.0,1,528,0,598995.0
562,129.0381,0,0.0,1,418,0,838100.0
563,92.5284,0,0.0,1,0,0,532440.0
564,108.0427,1,47.4719,2,396,0,912050.0
565,108.3214,1,104.8841,2,590,0,1321240.0
566,78.1289,1,74.8774,1,216,0,631040.0
567,105.3486,1,127.273,2,656,1,1602250.0
568,142.6015,0,0.0,2,532,0,1055020.0
569,138.9784,1,59.0844,1,612,0,1560838.0
570,87.6047,0,0.0,1,600,0,670282.7999999999
571,160.53119999999998,0,0.0,2,576,0,703018.0
572,80.26559999999999,0,0.0,1,288,0,591600.0
573,78.5934,1,78.5934,2,650,0,1106785.0
574,71.9046,1,60.9424,2,400,0,838100.0
575,53.5104,1,49.5157,1,288,0,685270.0
576,77.2928,1,35.6736,1,336,0,584205.0
577,81.4733,1,55.74,2,216,0,714850.0
578,122.628,0,0.0,1,564,0,810985.0
579,65.3087,1,64.0081,2,540,0,719780.0
580,97.545,1,69.2105,2,352,0,648295.0
581,132.7541,0,0.0,1,572,0,896767.0
582,189.7018,0,0.0,2,1390,1,1248734.49
583,75.8064,0,0.0,1,0,0,584205.0
584,141.30089999999998,1,116.4966,3,880,0,1602250.0
585,91.8781,1,54.2536,1,240,0,655690.0
586,188.4012,0,0.0,2,880,0,1823607.0
587,77.8502,0,0.0,1,275,0,640900.0
588,79.89399999999999,0,0.0,1,528,0,675410.0
589,136.8417,0,0.0,1,452,1,704990.0
590,72.3691,0,0.0,1,308,0,391935.0
591,71.533,1,75.4348,2,520,0,916487.0
592,160.53119999999998,1,52.7672,2,842,1,2228113.5
593,75.8064,0,0.0,1,816,0,680340.0
594,78.7792,0,0.0,1,420,0,690200.0
595,85.83959999999999,0,0.0,1,280,0,542300.0
596,169.6354,0,0.0,2,758,0,1572670.0
597,63.5436,1,63.5436,1,216,0,564504.72
598,130.2458,0,0.0,0,648,0,957410.93
599,153.00629999999998,0,0.0,2,621,0,1072275.0
600,66.5164,1,78.036,2,452,0,744430.0
601,98.2882,1,78.5934,2,736,1,1355750.0
602,72.462,1,55.2755,1,544,0,695130.0
603,86.11829999999999,1,91.7852,2,506,0,1084600.0
604,55.74,1,55.74,2,480,0,744430.0
605,138.7926,0,0.0,2,530,0,1089530.0
606,110.1794,1,74.32,2,486,0,1010650.0
607,96.616,0,0.0,1,576,0,749360.0
608,103.3048,1,83.2384,3,230,1,1109250.0
609,180.226,1,116.4966,2,380,0,1770363.0
610,95.5941,0,0.0,1,261,0,584205.0
611,137.1204,1,62.8933,2,736,1,1543090.0
612,95.8728,0,0.0,2,564,0,729640.0
613,120.6771,1,53.2317,2,531,1,1289195.0
614,104.048,0,0.0,1,0,0,724710.0
615,58.527,0,0.0,1,0,0,372215.0
616,97.9166,0,0.0,1,480,0,677875.0
617,74.9703,1,65.2158,2,393,0,903176.0
618,77.2928,0,0.0,1,528,0,520115.0
619,169.8212,0,0.0,2,774,0,1552028.09
620,137.6778,1,72.462,2,749,0,1503650.0
621,80.26559999999999,0,0.0,1,0,0,330310.0
622,143.8092,1,99.0314,2,624,0,1183200.0
623,91.042,0,0.0,1,484,0,665550.0
624,70.2324,1,70.2324,2,440,0,830705.0
625,94.0148,1,72.2762,1,484,0,814189.5
626,103.6764,0,0.0,1,440,0,788800.0
627,132.1038,0,0.0,1,286,0,689707.0
628,141.208,0,0.0,1,364,0,754290.0
629,96.616,1,96.616,1,504,0,665550.0
630,125.415,0,0.0,1,520,0,830705.0
631,101.1681,1,61.4069,1,240,1,611320.0
632,144.3666,0,0.0,2,627,0,1032835.0
633,131.0819,0,0.0,2,544,0,406725.0
634,98.1024,0,0.0,1,260,0,687242.0
635,98.1024,0,0.0,0,576,0,709920.0
637,74.32,0,0.0,1,0,0,295800.0
638,75.3419,1,53.5104,2,256,0,458490.0
639,73.94839999999999,0,0.0,1,0,0,419050.0
640,145.5743,0,0.0,2,648,1,1304285.73
641,141.0222,0,0.0,1,588,1,1350820.0
642,98.1953,1,81.0088,2,650,0,1114180.0
643,185.8,1,65.4016,2,538,1,1700850.0
644,72.462,1,78.036,2,462,0,749360.0
645,164.0614,0,0.0,2,478,1,1828428.54
646,91.1349,0,0.0,1,576,0,706222.5
647,97.3592,0,0.0,1,420,0,484619.0
648,101.6326,0,0.0,1,495,0,764150.0
649,97.6379,1,73.20519999999999,1,442,0,764150.0
650,58.527,0,0.0,1,0,0,416585.0
651,76.3638,1,78.3147,2,562,0,1015333.5
652,70.1395,1,70.1395,1,296,0,532440.0
653,84.4461,1,74.9703,2,512,0,941630.0
654,70.2324,1,66.2377,1,216,0,665550.0
655,196.2977,0,0.0,2,839,0,1725500.0
656,48.7725,1,52.6743,1,264,0,433840.0
657,97.8237,0,0.0,1,312,0,717315.0
658,79.0579,1,60.4779,1,270,0,734570.0
659,84.7248,1,50.7234,1,330,0,480675.0
660,138.0494,0,0.0,1,480,0,823310.0
661,106.0918,1,73.66969999999999,2,550,0,975647.0
663,129.3168,0,0.0,1,576,0,542300.0
664,109.7149,0,0.0,2,588,0,677875.0
665,194.8113,0,0.0,1,1134,1,2085390.0
666,135.07659999999998,1,44.7778,2,504,0,1136365.0
667,136.0985,1,85.0035,2,596,0,635970.0
668,155.9791,0,0.0,2,575,0,953955.0
669,133.4973,0,0.0,1,576,0,828240.0
670,109.622,0,0.0,1,252,0,677875.0
671,68.5602,1,68.5602,2,540,0,855355.0
672,64.7513,1,62.4288,2,300,0,510748.0
673,112.2232,0,0.0,1,546,0,813450.0
674,170.8431,0,0.0,2,416,0,1269475.0
675,105.5344,0,0.0,1,384,0,690200.0
676,79.42949999999999,1,54.4394,2,440,0,732105.0
677,101.7255,1,63.0791,2,779,0,428910.0
678,73.57679999999999,0,0.0,1,240,0,539835.0
679,190.0734,0,0.0,2,834,0,1836425.0
680,91.7852,0,0.0,1,572,0,633505.0
681,85.74669999999999,0,0.0,2,264,0,704990.0
682,78.7792,1,62.4288,1,281,0,786009.62
683,119.9339,0,0.0,1,431,0,852890.0
684,154.9572,0,0.0,2,702,0,1405050.0
685,111.0155,1,59.8276,2,486,0,1089530.0
686,110.551,1,83.61,2,577,0,1022975.0
687,81.1946,1,82.4023,3,578,0,1123423.75
688,51.1879,1,51.1879,2,480,0,733584.0
689,131.8251,0,0.0,2,567,0,1932560.0
690,126.5298,0,0.0,2,460,0,959871.0
691,78.7792,0,0.0,1,420,0,695130.0
693,115.0102,1,119.0049,2,628,0,1651550.0
694,99.6817,0,0.0,1,326,0,534806.4
695,99.1243,1,43.8488,1,576,0,697595.0
696,105.6273,0,0.0,2,551,0,867680.0
697,57.2264,0,0.0,1,205,0,438770.0
698,106.6492,0,0.0,1,308,0,608855.0
699,83.0526,0,0.0,1,336,0,682805.0
700,129.2239,0,0.0,2,530,0,966280.0
701,167.22,0,0.0,2,765,0,1540625.0
702,108.1356,0,0.0,1,528,0,690200.0
703,117.4256,1,121.8848,2,666,1,1784260.67
704,95.8728,1,72.462,2,672,0,690200.0
705,137.8636,0,0.0,2,606,0,1050090.0
706,34.5588,1,66.88799999999999,2,0,0,271150.0
708,122.9996,0,0.0,2,550,0,1252220.0
709,67.63119999999999,1,67.63119999999999,2,400,0,885132.2
710,83.9816,0,0.0,1,408,0,541807.0
711,67.72409999999999,0,0.0,1,0,0,256360.0
712,79.80109999999999,1,29.6351,1,384,0,506685.68
713,114.0812,0,0.0,2,472,0,931770.0
714,89.184,0,0.0,1,576,0,635970.0
715,67.35249999999999,1,70.0466,2,475,0,643365.0
716,125.415,0,0.0,2,478,0,813450.0
717,146.41039999999998,1,90.8562,1,704,0,786335.0
718,109.4362,0,0.0,1,439,0,774010.0
719,123.0925,1,101.5397,2,983,0,1681130.0
720,90.2059,0,0.0,1,300,0,633505.0
721,161.8318,0,0.0,2,564,0,1355750.0
722,78.7792,0,0.0,1,420,0,704990.0
723,80.26559999999999,0,0.0,1,463,0,613785.0
724,92.6213,1,43.9417,2,548,0,665550.0
725,157.7442,0,0.0,2,768,1,1577600.0
726,80.26559999999999,0,0.0,1,660,0,594065.0
727,156.072,0,0.0,2,540,0,1094460.0
728,114.4528,0,0.0,2,632,0,958885.0
729,164.9904,0,0.0,2,888,0,542300.0
730,78.7792,0,0.0,1,539,0,507790.0
731,150.1264,0,0.0,2,608,0,1165945.0
732,106.4634,0,0.0,2,438,0,924375.0
733,107.1137,1,81.5662,2,541,0,1096925.0
734,106.2776,0,0.0,1,264,0,647802.0
735,88.0692,0,0.0,1,300,0,532440.0
736,81.752,1,82.4952,1,320,0,803590.0
737,96.616,0,0.0,2,400,0,460955.0
738,83.7029,1,83.61,2,800,0,1182707.0
739,111.48,0,0.0,3,0,0,882470.0
740,80.26559999999999,1,80.26559999999999,2,572,0,936700.0
741,71.3472,1,61.6856,2,360,0,650760.0
742,84.7248,0,0.0,1,288,0,700060.0
743,125.3221,0,0.0,2,539,0,882470.0
744,136.0056,0,0.0,2,480,0,862750.0
745,124.2073,0,0.0,2,462,0,887400.0
746,109.1575,1,143.066,3,831,0,1478014.0
747,91.042,1,118.5404,2,554,0,1163480.0
748,122.628,1,122.628,1,864,0,1311276.47
749,159.78799999999998,0,0.0,2,527,0,1283772.0
750,101.0752,1,40.9689,2,240,0,483140.0
751,73.57679999999999,1,32.3292,1,0,0,475745.0
752,61.314,1,61.314,2,400,0,798660.0
753,138.7926,0,0.0,2,576,0,1069810.0
754,96.4302,1,98.474,2,878,1,1358215.0
755,95.3154,0,0.0,1,440,0,769080.0
756,68.9318,1,67.72409999999999,2,440,0,850425.0
757,80.45139999999999,1,83.7958,2,578,0,1045160.0
758,62.4288,1,66.3306,2,440,0,783377.0
759,70.3253,1,69.1176,2,440,0,884442.0
760,123.3712,1,111.7587,2,752,0,1429700.0
761,80.26559999999999,0,0.0,1,300,0,628575.0
762,120.8629,0,0.0,1,440,0,493000.0
763,70.9756,1,72.7407,2,614,0,1060936.0
764,117.7972,1,101.9113,2,856,0,1661410.0
765,138.7926,0,0.0,1,481,1,1331100.0
766,139.9074,0,0.0,2,592,1,1302170.76
767,91.042,1,68.1886,2,496,0,968745.0
768,91.3207,1,71.2543,2,423,0,788800.0
769,170.5644,0,0.0,2,484,0,1069006.41
771,79.70819999999999,0,0.0,1,576,0,665057.0
772,113.338,0,0.0,1,396,0,502860.0
773,103.7693,0,0.0,1,672,0,527510.0
774,84.7248,0,0.0,1,275,0,564485.0
775,183.2917,0,0.0,2,895,0,1947350.0
776,111.8516,0,0.0,2,412,0,798660.0
777,149.9406,0,0.0,2,865,0,1091995.0
778,83.0526,0,0.0,1,440,0,702525.0
779,187.658,0,0.0,2,630,0,709920.0
780,93.2716,0,0.0,1,504,0,665550.0
781,116.4037,0,0.0,2,402,0,867680.0
782,75.249,1,73.66969999999999,2,484,0,867187.0
783,132.847,0,0.0,2,605,0,922403.0
784,103.119,0,0.0,1,602,0,815915.0
785,68.9318,1,68.9318,2,0,0,631040.0
786,124.6718,0,0.0,2,457,0,796195.0
787,89.7414,1,63.7294,2,416,0,685270.0
788,88.8124,1,104.7912,2,618,0,1148690.0
789,83.7029,0,0.0,1,281,0,531947.0
790,90.6704,1,103.2119,2,444,0,924375.0
791,106.3705,0,0.0,2,397,0,789786.0
792,98.6598,0,0.0,1,539,0,723724.0
793,104.6983,1,82.3094,2,455,0,1330064.7
794,138.9784,0,0.0,2,474,0,1109250.0
795,100.8894,1,75.1561,2,409,0,958885.0
796,82.4952,1,62.8004,2,476,0,843030.0
797,119.3765,0,0.0,1,528,0,707455.0
798,71.8117,0,0.0,1,240,0,542300.0
799,182.6414,1,109.0646,3,820,1,2391050.0
800,91.1349,1,73.11229999999999,1,240,0,862750.0
801,57.2264,1,99.5888,2,603,0,986000.0
802,111.1084,0,0.0,1,440,0,541807.0
803,67.63119999999999,1,67.63119999999999,2,410,0,931770.0
804,161.0886,1,101.0752,3,1020,1,2873859.69
805,104.7912,0,0.0,1,286,0,581740.0
806,132.6612,0,0.0,2,554,1,1122462.4
807,91.042,0,0.0,2,384,0,668015.0
808,99.5888,1,46.8216,1,528,0,1101855.0
809,100.8894,0,0.0,1,484,0,788553.5
810,99.8675,1,98.7527,2,360,0,522580.0
811,121.6061,0,0.0,1,484,0,892330.0
812,78.7792,0,0.0,1,420,0,712385.0
813,96.9876,0,0.0,1,504,0,276045.49
814,133.96179999999998,0,0.0,1,301,0,778447.0
815,63.7294,1,52.3956,1,280,0,571880.0
816,154.30689999999998,0,0.0,2,598,0,1108757.0
817,93.6432,0,0.0,1,275,0,675410.0
818,156.9081,0,0.0,2,857,0,1336030.0
819,97.7308,0,0.0,1,440,0,764150.0
820,126.1582,0,0.0,2,484,0,1104320.0
821,74.13419999999999,1,78.2218,2,595,0,902190.0
822,86.95439999999999,0,0.0,1,576,0,458490.0
823,78.6863,1,82.3094,2,433,0,1109250.0
824,87.6976,1,50.6305,2,240,0,687735.0
825,138.3281,0,0.0,2,776,0,1146718.0
826,193.6036,0,0.0,2,1220,1,1898050.0
827,72.8336,0,0.0,1,0,0,539835.0
828,133.21859999999998,0,0.0,2,527,0,931770.0
829,107.764,1,89.7414,2,538,0,912050.0
830,48.308,1,57.8767,2,480,0,726682.0
831,129.3168,0,0.0,1,458,0,818380.0
832,48.308,1,55.74,2,480,0,744430.0
833,87.4189,1,82.4952,2,613,0,1168410.0
834,140.8364,0,0.0,1,472,0,823310.0
835,106.2776,0,0.0,1,456,0,689953.5
836,99.1243,0,0.0,2,436,0,631040.0
837,144.8311,0,0.0,1,812,0,756755.0
838,44.8707,1,46.8216,1,264,0,493000.0
839,102.0971,0,0.0,1,352,0,709920.0
840,71.3472,1,40.1328,1,240,0,643365.0
841,75.249,1,62.4288,2,400,0,690200.0
842,88.9982,1,53.9749,2,686,0,776475.0
843,108.2285,0,0.0,1,490,0,862257.0
844,167.22,0,0.0,2,0,0,695130.0
845,81.3804,1,50.166,1,720,0,758727.0
846,158.0229,0,0.0,2,611,0,843030.0
847,93.4574,1,71.4401,2,425,0,1050090.0
848,80.26559999999999,0,0.0,1,338,0,658155.0
850,101.6326,1,70.6969,2,512,0,921910.0
851,78.7792,0,0.0,1,420,0,648295.0
852,135.2624,0,0.0,2,400,0,1059950.0
853,85.2822,1,67.63119999999999,2,240,0,808520.0
854,134.2405,0,0.0,1,645,0,778940.0
855,165.26909999999998,0,0.0,1,454,0,838100.0
856,96.616,0,0.0,1,260,0,626110.0
857,95.3154,0,0.0,1,576,0,724710.0
858,65.2158,1,72.3691,2,343,0,857820.0
859,127.273,0,0.0,2,479,0,749360.0
860,140.4648,1,106.0918,2,619,0,1232500.0
861,84.7248,1,47.7506,1,216,0,936453.5
862,96.5231,0,0.0,1,504,0,648295.0
863,101.9113,0,0.0,2,480,0,749360.0
864,106.6492,0,0.0,1,672,0,653225.0
865,127.4588,0,0.0,2,529,0,1235359.4
866,93.0858,0,0.0,1,902,0,732105.0
867,152.9134,0,0.0,2,870,0,1227077.0
868,104.048,0,0.0,1,544,0,635970.0
869,143.7163,1,66.88799999999999,2,672,0,833170.0
870,98.6598,1,82.4023,2,574,0,1163480.0
871,83.0526,0,0.0,1,308,0,539835.0
872,74.6916,1,81.5662,2,523,0,988465.0
873,84.539,0,0.0,1,414,0,571880.0
874,96.2444,0,0.0,1,288,0,655690.0
875,62.8004,1,42.2695,1,200,0,327845.0
876,109.9936,1,132.4754,2,550,1,1496141.61
877,96.616,0,0.0,1,648,0,651992.5
878,135.8198,1,70.7898,2,738,1,1725500.0
879,107.2995,0,0.0,1,576,0,729640.0
880,80.26559999999999,0,0.0,1,336,0,672945.0
881,101.261,0,0.0,1,450,0,774010.0
882,110.2723,1,49.237,2,400,0,924375.0
883,75.0632,1,72.9265,2,389,0,877540.0
884,88.6266,1,73.85549999999999,1,440,0,584205.0
885,82.8668,0,0.0,1,288,0,493000.0
886,158.7661,0,0.0,2,506,0,1621477.0
887,159.04479999999998,0,0.0,2,588,0,714850.0
888,81.0088,1,48.4009,1,300,0,668015.0
889,205.9593,0,0.0,2,621,0,1321240.0
890,139.81449999999998,0,0.0,1,505,0,737035.0
891,62.4288,1,23.4108,1,576,0,605897.0
892,85.2822,1,71.0685,2,440,0,850425.0
893,99.2172,0,0.0,1,264,0,761685.0
894,128.48069999999998,0,0.0,1,354,0,813450.0
895,142.6015,0,0.0,2,400,0,585969.94
896,91.3207,1,75.5277,1,483,0,690200.0
897,88.3479,0,0.0,1,327,0,525045.0
898,104.048,1,104.048,2,528,0,704758.2899999999
899,219.6156,0,0.0,2,820,1,3015469.01
900,114.8244,0,0.0,1,288,0,665550.0
901,79.70819999999999,0,0.0,1,684,0,542300.0
902,121.3274,0,0.0,1,756,0,754290.0
903,74.9703,1,65.2158,2,393,0,887400.0
904,155.143,0,0.0,2,690,0,1183200.0
905,83.7958,0,0.0,1,288,0,618715.0
906,98.7527,0,0.0,1,280,0,631040.0
907,151.9844,0,0.0,2,865,0,1257150.0
908,94.758,1,96.3373,1,180,0,1232500.0
909,83.7958,0,0.0,1,484,0,645830.0
910,68.9318,1,68.9318,2,390,0,857820.0
911,102.6545,1,108.6001,2,480,0,760699.0
912,117.7972,0,0.0,1,252,0,707455.0
913,94.2935,0,0.0,1,450,0,433840.0
914,92.9929,1,92.9929,2,871,0,714850.0
915,56.8548,1,56.8548,2,528,0,856503.69
916,50.7234,1,50.7234,1,286,0,369750.0
917,44.592,0,0.0,0,308,0,174083.22999999998
918,114.1741,0,0.0,1,284,0,665550.0
919,84.7248,1,112.8735,2,833,0,1173340.0
920,131.3606,0,0.0,1,601,0,870145.0
921,86.95439999999999,1,72.9265,2,471,0,990930.0
922,118.1688,1,86.21119999999999,2,0,0,719287.0
923,122.2564,0,0.0,2,397,0,838050.7
924,150.2193,0,0.0,2,533,0,951490.0
925,156.6294,0,0.0,2,612,0,1022975.0
926,104.6054,0,0.0,2,540,1,862750.0
927,114.6386,1,105.906,2,656,1,1405050.0
928,102.0042,1,81.752,2,486,0,867680.0
929,166.1052,0,0.0,2,522,1,1165945.0
930,92.2497,1,115.4747,2,642,0,1094460.0
931,136.1914,0,0.0,2,610,0,990930.0
932,85.93249999999999,0,0.0,1,429,0,579275.0
933,176.9745,0,0.0,2,788,1,1577600.0
934,139.35,0,0.0,2,570,0,936700.0
935,192.2101,0,0.0,2,505,0,1193060.0
936,69.3963,0,0.0,1,528,0,393907.0
937,111.48,0,0.0,2,555,0,911557.0
938,103.3977,1,79.70819999999999,2,689,0,1247290.0
939,129.2239,1,53.0459,2,868,0,1182209.0699999998
940,112.1303,1,111.1084,2,349,0,1204892.0
941,160.53119999999998,0,0.0,2,574,0,743937.0
942,94.9438,1,96.4302,2,390,0,1055020.0
943,133.77599999999998,0,0.0,2,0,0,739500.0
944,151.6128,0,0.0,2,576,0,704990.0
945,124.8576,0,0.0,1,525,0,677875.0
946,110.3652,1,52.1169,1,456,0,615757.0
947,106.2776,0,0.0,1,796,0,704990.0
948,151.3341,0,0.0,2,808,0,1331100.0
949,86.95439999999999,1,78.036,2,474,0,949025.0
950,128.29489999999998,0,0.0,1,676,0,973675.0
951,80.26559999999999,0,0.0,1,720,0,635970.0
952,89.6485,0,0.0,1,300,0,591107.0
953,71.3472,0,0.0,1,396,0,660127.0
954,108.5072,1,74.32,2,530,0,847960.0
955,91.042,0,0.0,2,0,0,628575.0
956,90.9491,1,90.9491,2,492,0,714850.0
957,52.1169,1,62.0572,1,462,0,611320.0
958,98.1953,0,0.0,1,576,0,650760.0
959,124.2073,0,0.0,2,531,0,912050.0
960,64.6584,1,66.88799999999999,2,484,0,764150.0
961,79.70819999999999,0,0.0,1,0,0,574345.0
962,143.2518,1,123.557,2,619,0,1340960.0
963,74.6916,1,69.1176,2,440,0,764150.0
964,167.22,0,0.0,2,702,1,1178270.0
965,76.5496,1,99.403,2,510,0,1059457.0
966,72.7407,1,65.1229,2,393,0,881977.0
967,90.6704,1,30.8428,1,256,0,788800.0
968,102.0042,0,0.0,1,260,0,665550.0
969,55.74,1,34.1872,1,0,0,186847.0
970,101.7255,0,0.0,1,264,0,690200.0
971,66.88799999999999,1,43.8488,1,0,0,665550.0
972,70.9756,1,80.07979999999999,2,474,0,852890.0
973,85.2822,0,0.0,2,264,0,490535.0
974,132.6612,0,0.0,2,480,0,897260.0
975,105.5344,1,82.0307,1,532,0,825775.0
976,62.5217,1,65.8661,2,490,0,813450.0
977,80.7301,0,0.0,1,0,0,421515.0
978,115.2889,0,0.0,1,569,0,985507.0
979,83.0526,0,0.0,1,400,0,542300.0
980,104.1409,0,0.0,1,480,0,685270.0
981,92.8071,0,0.0,1,588,1,879512.0
982,118.5404,1,124.1144,2,676,0,1656480.0
